wallet,signature,type,tokenAddress,collection,collectionSymbol,blockTime,price,purchaseType,buyer,seller
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,XrhLKr3od3eaTcAFCHB85V83tFp6xSu4T66soV5zMudZRka9tR6gCWY8hr58DZHqnRzAz5cXPxwjhB7eQVZ2MnY,delist,F6DkEY6e3AQDcfNH8oASqfy35PGnbhCVRjLa7XADLQBg,galactic_geckos,galactic_geckos,01-12-22 23:17,0.0,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,R97sv7GpMgNNKYX5ATLeyqeN5VY8srMAFfvE8BwVBaeRFHLr23ECQrcQMHNrjbjGuvst8KFexJ3YcwKFEAwXuDA,list,345mcTTfGZAWqKnAo1EFB681qsDuqZtkDQPz7R9bqA5B,ggsg_concordians,ggsg_concordians,01-12-22 23:17,0.7000000000000001,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,3FwnNgRG7zvsNCRkyMYHpCFELtrbZCnyWmjxv2t3xXJSyBHzHgKb7W7pT6hmiVAwQyMQrhtcHhg6qX78poPTb86x,buyNow,DNZ3tY8oZ7GvZejF58GTb7dwwpoQDtXF81imunV3WcPQ,galactic_geckos,galactic_geckos,01-12-22 23:13,7.0,Seller,H75XY1Fih6oPrgfezqzxFuFwJ1UsJF1gfwPYgLzZ7mkw,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,RvfF2PM7UBq6FJsaKBSBNRwsmVpFkkA9uCSmURHEDVNSf2hE9XxzfDQS6rRbw6a7GV3aEM2SvsvRryWwr7ttAxi,delist,HhovFgwSLsskw9d6iVRXs6gcYZtkHzgu5BwP6NUiAK1B,portals,portals,01-12-22 23:11,0.0,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,4XMF33v3nT7GUgJVTkXybm16aeRSxUmBEugRgwgakPGNewWJQSVxssinwVHUbStjZSQXM8r1FS1RfDAB56wPQntg,list,HhovFgwSLsskw9d6iVRXs6gcYZtkHzgu5BwP6NUiAK1B,portals,portals,01-12-22 23:09,29.5,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,62wXrrnuSJNQmUaijHSYTGbWbW167XkbbGYm6ET6D8fA4EnbFDes5UwxSPxdLStMUySRZzQphq9JC2siqsugZkaF,list,uwg17VdZ1eMhtSohbXDwj5mEPcoGLFnkNknvzKsybxo,ggsg_enigma_crystals,ggsg_enigma_crystals,01-12-22 23:08,6.9,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,ZBy6uspccWE4EWQJ4x7vCkFmHsrrJeCrfdLYThtXtPZhhVGGpzAMDM9S7HGnZBtZTAnpkKzDk7Gq7aJaxsL5jkC,list,H5d3DXJbNPAW1C2cbmRAYc9ZSNS3t8Xdgogxm9yQdZrT,galactic_geckos,galactic_geckos,01-12-22 23:07,8.0,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,b34vxSAhpzJEHCN87r6z2nk68EN8cnpJ7KeXTEuUBYyoKu5VJqa7AREaitBZMcBRApfKLxMDKXNNNmYTzsAMXtG,list,DNZ3tY8oZ7GvZejF58GTb7dwwpoQDtXF81imunV3WcPQ,galactic_geckos,galactic_geckos,01-12-22 23:06,7.0,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,86ABMot2HvWqNV2KQmmFB3F8ZvMXvuAGrzAacEmN5YZmNA3he4dM3bHYryVkxDPShm7WYZVHzsqvyc3UZNkj5ep,buyNow,DyX6Qf66zkVbpjtpXjmB95d1rBn9dmhAWaQg7UXWpvy2,,,11-04-21 12:10,0.25204428,Seller,E7KHpmvxmFawvQ46KGRHbCzaMU8U2oKtmopKyM4GLHCx,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,3KcTDPFnQuFAZNykJEdHmuhgVpy2pgf59mHfC3pFxQnEYHdRsLt3QFaW6WMyr2LbuHAqJSgwa9gP1NGNAVQq8m9L,list,F6DkEY6e3AQDcfNH8oASqfy35PGnbhCVRjLa7XADLQBg,galactic_geckos,galactic_geckos,10-26-21 11:15,5000.0,Seller,n/a,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,2dHZdjRMEHCg8P74ME1x7Tdv8kyFPiw2yHXD8MpSoHNqxqPzDm9nYKxnHzp24cGyZVo1HfcSmZFKQ8Tzy3NGpNcz,buyNow,7Neb6FmKYy2v7oPV5CZYFDmwNMik61HuBWss9uJeEKHA,red_panda_squad,red_panda_squad,09-27-21 15:47,1.9899999990000001,Buyer,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,J232D5c6uYwDiXCDvs4PC3YFFzhkS45QHff7QCtzggxh
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,PhdesQsPJkHqA8J8JNqbjPctFKBTF7c9MrVA4MxKdfex4j5C5V1sojsun65pSTRV1pVjreY4VSU7bCDpzeGnq7J,buyNow,GDa4pSWNc56UE6EcHb6wyPe6eMYM3zU8kMDss9oyVhCC,galactic_geckos,galactic_geckos,09-27-21 13:26,16.999999999,Seller,8CiEaf84pdkHGk6Pciqfwjbm42ZWbZHV3sUuBgSquBcZ,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU
3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,2qYnTDruVH2GqNjApFRWWUHbBAquWgSN1AiHuNz7mDkENDa9tHeXkpJeKZycnR28Yn7k3T9KpcLPsGtCYMMVmhWw,buyNow,H5d3DXJbNPAW1C2cbmRAYc9ZSNS3t8Xdgogxm9yQdZrT,galactic_geckos,galactic_geckos,09-27-21 04:04,14.999999999,Buyer,3VvW7nFRQDR6NDJZHkUzXfe6XnZcXGaTcpVFu8VgEthU,CuC6w6thN5LyBK561aS9DMiv5CJPpB2oi9F7RXrqrLgs
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,v8Z3q77YgLdVDZhD6yBm63713ZincbJDr8Xeufj97suUBbNU3iMZAqjvThbGb7L6qUmrPTehHc5yQeTQEv1bniz,buyNow,86kuYwVpfBDnxLaHTEYESc5npAw9gfUPFHa1Zn1gpWNP,radar_passes,radar_passes,01-29-23 12:44,2.8,Buyer,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,9wf66wyvQN8dAY4DBGqACPNfUYwv2F71azF6EUydGThq
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,v8Z3q77YgLdVDZhD6yBm63713ZincbJDr8Xeufj97suUBbNU3iMZAqjvThbGb7L6qUmrPTehHc5yQeTQEv1bniz,bid,86kuYwVpfBDnxLaHTEYESc5npAw9gfUPFHa1Zn1gpWNP,,,01-29-23 12:44,2.8,Buyer,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,s4E13y7xkQQ42ZsuAqQCEbrZnko7pLSDs8JFXWjZMZr2S5yBxyHEaMHnD83RaEvZgxZRYRa2DdFkJYCS5bvpgEt,list,9k6vHjxhDtWC5W3MuN6DURSciyrFh1vGzrKryJDjokLL,cogent_cogs,cogent_cogs,11-27-22 13:24,30.0,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,31DvnJ32Qaa2E3EhqgmMdCa6kTreAU1DiK6mv5uLX6YBkgErQpB7bwsiGZX2XQncQEM4qdXZUeD3s4czLs9Bgp41,buyNow,GVYhCCAq3EtdQpDRg923gauujiWCixcZSeK3GxV2FPJ6,cogent_cogs,cogent_cogs,11-05-22 12:39,30.0,Seller,TEeyE5Uk6vR4FGdvbtwFbpgfTUeuN3VvAtWdfeC3wZm,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,4rk2NThhHgYLAsWVpuQTVwgbSEmBtVd5ho2EvJa2o5SbsgmR9wKaoZPtqBmHgAnnA6THgEmY8FEE9q9wEq4M43WF,list,GVYhCCAq3EtdQpDRg923gauujiWCixcZSeK3GxV2FPJ6,cogent_cogs,cogent_cogs,10-23-22 15:41,30.0,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,5fFd3HDxeLi322sfZXoAwcXLkxAxqB8YBmS49wtzfndbZGKVQrvhVNvCboq4FNgA4HpWpEEfLgnn28ptHqwDhwHD,buyNow,8rrtBTKgoMLsYjTYD5J2fSpd8FKhpYpwYXRZvNBgNcgX,amoebits,amoebits,10-01-22 03:45,0.2,Seller,CtoGTY6xMUnoKBiqTa9WSqfFzvBCwH3AhCorEk35MUWZ,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,3GAsp8C82Kp6vJdi6rmNzzXc2HR7416YaFWGUHknKXV2jjHKJ3saNro3zpqfqRGSCSdox8rEqbqFEXoqXLXMb9fv,buyNow,7qYQrBQpAaw9mhdkkGgvXWZFUCMJB7xWyhYNLZxdHh3i,galactic_geckos,galactic_geckos,09-09-22 12:17,31.0,Seller,Ao3Fcz11pHnN3WMgKxyi1HZqgg6DBWsSHjKQUfpyUtV6,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,62ZeRsDDhn8MjFhuhXNQNgiXNcW8TEfPjGdnwfawzSYuUD8yKJh871pR97NC8symo1ci7mxN6E25oSPLLrHrGuoe,list,7qYQrBQpAaw9mhdkkGgvXWZFUCMJB7xWyhYNLZxdHh3i,galactic_geckos,galactic_geckos,09-09-22 11:53,31.0,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,4ddLpyNh4vgwN1ZRqM32wAXz4bY69NWwrC2TxyfTTdHuCAvxgSf76cXNtjUME7YDVYdnwXg1xDv7RQ61zyQBTQYu,buyNow,Fx1zcSFPgB1iZUrM362TSiiWkrByQ4MA49KJwMDstCcL,rakkudos,rakkudos,08-05-22 01:09,7.6,Seller,J1anRo5LLc8YG3yL7SNbbjzPzsbhLQJqvSi8AxHvas7b,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,4Uzjev3JqZjwF4gGzibbc8CATFux1K8G2uXZLt8g2FGH5VKEWcUw8Z1iw7kFZfw8MTMxEsYtej812ucxXEVJgrKf,list,Fx1zcSFPgB1iZUrM362TSiiWkrByQ4MA49KJwMDstCcL,rakkudos,rakkudos,08-05-22 01:08,7.6,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,5bCPZA6gLofn6nXf3K47XYZrfdW8NgRTyyUWMBwpQNUjcwYWeCfyehC1VvNgUJ3yDJjN2jhWpbBbpFFYhTbky9Cx,buyNow,GtjgQQhFwo13mUc8aBRnq8fffG1p1P3Ab4HY2R4gSgf1,rakkudos,rakkudos,08-05-22 01:07,7.5,Seller,CumT5yT7Gavoc14kAhsWuVJQUk4FjbQtEB9sXg3aHqhd,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,5KVUXL8HTDJMHEUKBvniJ5d4cVeV8dpDWqNkQJSwHrHSodNBPJmKUHnv7xZGfCn2VvQaYLsDT6pNq559WS9SRas6,list,GtjgQQhFwo13mUc8aBRnq8fffG1p1P3Ab4HY2R4gSgf1,rakkudos,rakkudos,08-05-22 01:05,7.5,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,3sFc9nek11Q97mJdiUvenPqan8RxSHxg41Yb59phnrtU9KuTMuTwhmWcfxs6gC63QjEKzPXdw67x615AqWKnS9jo,buyNow,J97NZrjmafDzfGzUr2aDyqf6i6wybip96fdd5Sh3rVNw,geo_gang,geo_gang,07-15-22 14:49,8.99,Seller,9TPNXYvDs59tV4Fqiyq5weEKm386h7M5gb2FBvdjVbuT,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,5sxE7STXcZWafNcoxgKWUBZ5TUxRdzbgJ4necxjCJr4Uwkg4iBG9T8ZiML3NwHhTFn54JpPL9WkRVvbHxPg2bhxj,list,J97NZrjmafDzfGzUr2aDyqf6i6wybip96fdd5Sh3rVNw,geo_gang,geo_gang,07-15-22 13:12,8.99,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,4QPje67fS9B5efSjRkosqJWp7DkFRfQ6brsuAcciEqnGbZNecLBcx3mu4btocCaTP5R7gnpVBgEmZQ5LxAvek3pn,buyNow,4uSuYmyQ4CL6eAiFpX4t5iVFTQ6iUyhmwCVcS7AWiXAU,amoebit_minis,amoebit_minis,06-18-22 21:29,0.05,Seller,6L3t8NnWtyQWri3XoeGYQEo187CbWfGYSp2k4fE3L23W,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,4R4JVNwmPGhEgmbefP1PFYaY7WYK5qupxvdnKKmqF3sWGDpWLf1v6QsMw5N12aGWyXHX9qQvgE1Yozm9SD7a1ovz,buyNow,3j4fprNPR5heySbhybZDTUFSirerQfpcr6TuCjDubi9x,enviro,enviro,06-16-22 11:43,5.9,Seller,79areN9G1zV8qsMBAoxh39Aj59AYC2uNpYNLRsGhtUm3,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,5g6c39cCcFbfm8XcqXcrsuqyKmq8BpKz1zzPKEgusY6pjLtW2LkREAZoX5JwubFArm3zvhGuMXyargt92MCDMNSe,buyNow,Cgmuqw9UsRdC7pGPnKtH8mRpKJxB6xWmpbaxww3WpSQE,enviro,enviro,06-16-22 05:09,5.9,Seller,N999r91tqNDas8vuQePx8fv7EZduWm1p4ZiCYAzBTfD,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,3cEt8JS96FDx4tbbRprxmH1dXrbGDJYyZXW1MVae127xuxHfXb8g9eVnvML2aenZixS5dReskqxUpgEwdC8TrRrY,list,8rrtBTKgoMLsYjTYD5J2fSpd8FKhpYpwYXRZvNBgNcgX,amoebits,amoebits,06-15-22 18:02,0.2,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,5AsqADhnGGugyS7YV4vombYc3WRADVFLZ5bJLtC3hnTDtJzkYJAmucEGHagYA464uTa2ZHRrEUHs1m3KzjBxsT4y,list,Cgmuqw9UsRdC7pGPnKtH8mRpKJxB6xWmpbaxww3WpSQE,enviro,enviro,06-15-22 18:02,5.9,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,3g7N6EzDXmPtxAAKfaAtdwsZaTep2XRgpAET4Y86qbaAJ7y5eYkJecQKwNsnQZn1QJHtDYdUKW8x9HaZ4fhCPawA,list,3j4fprNPR5heySbhybZDTUFSirerQfpcr6TuCjDubi9x,enviro,enviro,06-15-22 18:02,5.9,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,21qtX59BsDS9tjYenznYeanYuHu89tj4oY9n192dStAirGc6DU8niikQpXZBfHyFAgLo562zgUkTh86ySYzGM7Q7,list,4uSuYmyQ4CL6eAiFpX4t5iVFTQ6iUyhmwCVcS7AWiXAU,amoebit_minis,amoebit_minis,06-15-22 18:02,0.05,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,5en3PREndqXD5WuggBoNQ1Yqz3gmUJbPPnLUzgA6cqY6M17McnaHEg4nMviDEpoGjpbzko4bNdxHFxdhcpsKsHQZ,buyNow,9oGyW6pFf7HWcZ58Wmc4GDkxvFcTupEuZpLkLyF7ZFQE,photo_finish,photo_finish,06-09-22 17:29,9.5,Seller,C8EuUJigyRy2ojSuZtDSnc4JxmVqoe5XTr4xaPPmKsyV,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,39vAqjchdXKMqoPVDUUxpu7eKQoLz5ECao4VbzkjTsDSsraJXAyJMCzkt99P9nfwJx4F3wQ5uKbtpjc9YFkmNKCL,buyNow,ASsksMsvvaSCheHEQ4oqcP5h3zGX87MGJmemLCgv8iXq,dekt,dekt,06-08-22 19:00,0.4,Seller,G98vSH7Z5TcYuLm62wCPwkmEqxEv4VRikDb2TuJR9aA5,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,2G35pxNzuKu3n147aPJGQ9q4dgXevpTVUdXPvBFMMoqPK8pPZCvEBY4fxcLsyUMQQGFGPwhu4utuPsojohBSLZWu,delist,F3NdHNR79VhjWNKjzQwdMTpLwDLRwAaVpQ66bdv6EU2X,solpass,solpass,06-08-22 14:11,0.0,Seller,n/a,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm,4PNuBGMHtGZ3woEeSkhGGyKLJbHf5uJFhxUS258wz43eU3z5H6dEZsuNjV7ujwNzhCSk7YzLfZkiKFxRFGnW8MVS,list,9oGyW6pFf7HWcZ58Wmc4GDkxvFcTupEuZpLkLyF7ZFQE,photo_finish,photo_finish,06-08-22 14:10,9.5,Seller,,D6KqfHrndqDnisMqPhYhkLSii3P5Bc6XUdeu6DQrNDmm
